Measure Names,Tipo de crime,UF,Year of Ano (data),Measure Values
Taxas /100 mil habitantes,Estupro,AP,2017,49.7667107087432
Taxas /100 mil habitantes,Estupro,AM,2017,21.286470614581
Taxas /100 mil habitantes,Estupro,BH,2017,21.3106409113342
Taxas /100 mil habitantes,Estupro,CE,2017,19.4557705482869
Taxas /100 mil habitantes,Estupro,DF,2017,34.1838836313484
Taxas /100 mil habitantes,Estupro,ES,2017,10.1584620486829
Taxas /100 mil habitantes,Estupro,GO,2017,36.8060763807958
Taxas /100 mil habitantes,Estupro,MA,2017,17.1280110979227
Taxas /100 mil habitantes,Estupro,MT,2017,50.9785489441909
Taxas /100 mil habitantes,Estupro,MS,2017,66.04876182529
Taxas /100 mil habitantes,Estupro,MG,2017,24.6170181011553
Taxas /100 mil habitantes,Estupro,PA,2017,39.8487897394267
Taxas /100 mil habitantes,Estupro,PB,2017,9.0670659819086
Taxas /100 mil habitantes,Estupro,PR,2017,52.6990276031253
Taxas /100 mil habitantes,Estupro,PE,2017,21.6292881462423
Taxas /100 mil habitantes,Estupro,PI,2017,24.0117517799915
Taxas /100 mil habitantes,Estupro,RJ,2017,29.6190743010508
Taxas /100 mil habitantes,Estupro,RN,2017,6.07356195589225
Taxas /100 mil habitantes,Estupro,RS,2017,38.6120334066509
Taxas /100 mil habitantes,Estupro,RO,2017,52.1102144880794
Taxas /100 mil habitantes,Estupro,RR,2017,36.9281871130194
Taxas /100 mil habitantes,Estupro,SC,2017,57.0333977464595
Taxas /100 mil habitantes,Estupro,SP,2017,24.5903824173688
Taxas /100 mil habitantes,Estupro,SE,2017,17.0008863187006
Taxas /100 mil habitantes,Estupro,TO,2017,37.6727041905723
